run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,Cheese,CowMilk,PlantBasedDiet,RedWine,GlutenFreeDiet,MediterraneanDiet,ProbioticContainingBifidobacterium,ProinflammatoryDiet
ERR478967,39485,species,0.0115460806151497,Lachnospira eligens,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnospira__28050;s__Lachnospira eligens__39485,0.9010604023903876,n/a,n/a,n/a,n/a,n/a,0.528411968987419,n/a,n/a
ERR478967,28026,species,0.0004468933397862,Bifidobacterium pseudocatenulatum,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium pseudocatenulatum__28026,0.6589332939421476,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,410072,species,0.0071082093104115,Coprococcus comes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Coprococcus__33042;s__Coprococcus comes__410072,0.8076217093961554,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,84107,family,0.0178927676425174,Coriobacteriaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Coriobacteriia__84998;o__Coriobacteriales__84999;f__Coriobacteriaceae__84107,0.8555209199360977,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,204475,genus,0.0100611121632142,Gemmiger,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;n__Eubacteriales incertae sedis__538999;g__Gemmiger__204475,0.7270782984201497,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,1686,species,0.0004809614419224,Bifidobacterium catenulatum,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium catenulatum__1686,0.7398485383105944,0.6965612102207382,0.6965612102207412,0.6965612102207367,0.6965612102207382,n/a,n/a,n/a,n/a
ERR478967,218538,species,0.0692834977119263,Dialister invisus,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948;s__Dialister invisus__218538,0.981813028010949,n/a,n/a,n/a,n/a,0.7549978302309452,0.7549978302309454,0.7549978302309452,0.7549978302309452
ERR478967,2810280,family,0.0002765528291053,Coprobacillaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Coprobacillaceae__2810280,0.5660464532597979,0.9267950145833626,0.9267950145833626,0.9267950145833626,0.9267950145833626,n/a,n/a,n/a,n/a
ERR478967,61170,genus,0.0009749489228968,Holdemania,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;g__Holdemania__61170,0.842890377745821,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,447020,genus,0.0006252498744991,Adlercreutzia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Coriobacteriia__84998;o__Eggerthellales__1643822;f__Eggerthellaceae__1643826;g__Adlercreutzia__447020,0.6682837371422403,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,1843488,order,0.0030811592373154,Acidaminococcales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Acidaminococcales__1843488,0.4899979350242403,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,909930,family,0.0030811592373154,Acidaminococcaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Acidaminococcales__1843488;f__Acidaminococcaceae__909930,0.4899979350242403,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,2614128,no rank,0.0020440861281701,unclassified Clostridium,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;g__Clostridium__1485;n__unclassified Clostridium__2614128,0.7891666361645109,0.6552731714200577,0.6552731714200589,0.6552731714200565,0.6552731714200553,n/a,n/a,n/a,n/a
ERR478967,33958,family,0.0003356710063416,Lactobacillaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Lactobacillaceae__33958,0.7917551448633104,0.7193845536499622,0.6918090556976908,0.719384553649961,0.7022862698873468,n/a,n/a,0.9256591306897728,n/a
ERR478967,28216,class,0.0263256249242235,Betaproteobacteria,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216,0.8783039167577839,n/a,n/a,n/a,n/a,0.1805083989316017,0.1811648442238857,n/a,n/a
ERR478967,1236,class,0.0013717421124828,Gammaproteobacteria,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236,0.4399473501142979,0.9507529097187096,0.9507529097187096,0.9507529097187096,0.9507529097187096,0.9899234576807158,0.994356820656183,0.793547271864243,0.9944667018978623
ERR478967,1783270,clade,0.1454637821004189,FCB group,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270,0.1069621395972422,0.0179924033035784,0.0179924033035784,0.28760039033149,0.20652132186576,0.0803848335266927,0.1104539038917008,0.2342040760448842,0.0825287042384459
ERR478967,976,phylum,0.1454637821004189,Bacteroidota,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976,0.1069621395972422,0.0179924033035784,0.0179924033035784,0.28760039033149,0.20652132186576,0.0803848335266927,0.1104539038917008,0.2342040760448842,0.0825287042384459
ERR478967,200643,class,0.1454637821004189,Bacteroidia,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643,0.1069621395972422,0.0186045232790936,0.0186045232790936,0.2878044303233284,0.20652132186576,0.0803848335266927,0.1104539038917008,0.2342040760448842,0.0825287042384459
ERR478967,80840,order,0.0263256249242235,Burkholderiales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840,0.8783039167577839,n/a,n/a,n/a,n/a,0.1837730388010162,0.1846328254220129,n/a,n/a
ERR478967,171549,order,0.1454637821004189,Bacteroidales,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549,0.1069621395972422,0.0186045232790936,0.0186045232790936,0.2878044303233284,0.20652132186576,0.0803848335266927,0.0995116542057628,0.2342040760448842,0.0825287042384459
ERR478967,68336,clade,0.1454637821004189,Bacteroidota/Chlorobiota group,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336,0.1069621395972422,0.0179924033035784,0.0179924033035784,0.28760039033149,0.20652132186576,0.0803848335266927,0.1104539038917008,0.2342040760448842,0.0825287042384459
ERR478967,543,family,7.815623431239066e-05,Enterobacteriaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543,0.3834014743366976,0.9428864592904304,0.9428864592904304,0.9428864592904304,0.9428864592904304,0.9910312973719037,0.9961893015964682,0.8031065782058991,0.9963032212726708
ERR478967,171552,family,0.0917774631488346,Prevotellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Prevotellaceae__171552,0.8097678614213805,0.5296068159849754,0.5296068159849764,0.7606385413567374,0.7604932358051775,0.5563091771852962,0.6896598319248095,n/a,n/a
ERR478967,216572,family,0.2111821531240952,Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572,0.8445528854873676,0.709798076019846,0.7097980760198461,0.7832053831876943,0.7097980760198459,0.0484207667557656,0.1207476623960478,0.0515874868352802,0.0549777160148358
ERR478967,1224,phylum,0.0276973670367064,Pseudomonadota,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224,0.6890191253299314,0.9469235499428036,0.9469235499428036,0.9469235499428036,0.9469235499428036,0.9902502965900792,0.9943588211931608,0.5237943284525142,0.9944667018978623
ERR478967,91347,order,7.815623431239066e-05,Enterobacterales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347,0.3731994747447787,0.9519894726054188,0.9519894726054188,0.9519894726054188,0.9519894726054188,0.9902079176498316,0.9949481536130108,0.7988217383772932,0.9950630236859092
ERR478967,2005519,family,0.0030430831231632,Barnesiellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519,0.5489594940647031,n/a,n/a,n/a,n/a,0.5463776046981604,0.5463776046981603,0.5463776046981603,0.5463776046981604
ERR478967,397864,genus,0.0030430831231632,Barnesiella,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519;g__Barnesiella__397864,0.5687006111270296,n/a,n/a,n/a,n/a,0.5666321400634888,0.5666321400634888,0.5666321400634888,0.5666321400634888
ERR478967,131567,no rank,1.0000000000000002,cellular organisms,n__cellular organisms__131567,0.9508263619668752,0.2285628838640188,0.0129286477533843,1.0,1.0,0.0008253535325066,1.0,0.0005906945587409,1.0
ERR478967,909932,class,0.0737905072239407,Negativicutes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932,0.8874901144864101,0.9913618278474182,0.9913618278474182,0.9917676290812192,0.9913618278474182,0.1223137843621127,0.1228702203441629,0.1228702203441629,0.127128669924439
ERR478967,186802,order,0.254370486602719,Eubacteriales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802,0.8344590087168602,0.6159211741045908,0.6159211741045908,0.6926310495045841,0.6159211741045909,0.042670616393963,0.0946951829451015,0.0442031938188422,0.0460265526622006
ERR478967,239934,genus,0.0056923790657524,Akkermansia,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494;o__Verrucomicrobiales__48461;f__Akkermansiaceae__1647988;g__Akkermansia__239934,0.7672953841694511,n/a,n/a,n/a,n/a,n/a,0.5408348273780322,n/a,n/a
ERR478967,200940,phylum,0.0035851667483298,Thermodesulfobacteriota,n__cellular organisms__131567;sk__Bacteria__2;p__Thermodesulfobacteriota__200940,0.6158073094729551,n/a,n/a,n/a,n/a,0.3293440696885574,0.2322319218972283,n/a,n/a
ERR478967,186801,class,0.618974329685041,Clostridia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801,0.9373383442503992,0.8427109009713449,0.8432582607684075,0.8816473858458432,0.8604782787275882,0.0271423668960995,0.0717109967390906,0.2390602201019668,0.0293232402989451
ERR478967,213115,order,0.0035851667483298,Desulfovibrionales,n__cellular organisms__131567;sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115,0.6158073094729551,n/a,n/a,n/a,n/a,n/a,0.2322319218972283,n/a,n/a
ERR478967,48461,order,0.0056923790657524,Verrucomicrobiales,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494;o__Verrucomicrobiales__48461,0.7562772246101787,n/a,n/a,n/a,n/a,0.5814751556299923,0.6196599730714373,0.5814751556299924,0.5814751556299923
ERR478967,1783257,clade,0.0060701341982622,PVC group,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257,0.7450799026949794,n/a,n/a,n/a,n/a,0.540697934716287,0.5878010147745536,0.540697934716287,0.540697934716287
ERR478967,203494,class,0.0056923790657524,Verrucomicrobiia,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494,0.7562772246101787,n/a,n/a,n/a,n/a,0.5814751556299923,0.6196599730714373,0.5814751556299924,0.5814751556299923
ERR478967,74201,phylum,0.0056923790657524,Verrucomicrobiota,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201,0.7562772246101787,n/a,n/a,n/a,n/a,0.5814751556299923,0.6196599730714373,0.5814751556299924,0.5814751556299923
ERR478967,1647988,family,0.0056923790657524,Akkermansiaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494;o__Verrucomicrobiales__48461;f__Akkermansiaceae__1647988,0.7562772246101787,n/a,n/a,n/a,n/a,0.5814751556299923,0.6196599730714373,0.5814751556299924,0.5814751556299923
ERR478967,2005525,family,0.0084017951885818,Tannerellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525,0.241454554173034,n/a,n/a,0.6001557754631064,n/a,0.1422384280359387,0.1589138015688974,0.1422384280359387,0.1422384280359387
ERR478967,724,genus,0.0007965923881839,Haemophilus,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712;g__Haemophilus__724,0.7817220519987819,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,1643824,family,0.0006282558835111,Atopobiaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Coriobacteriia__84998;o__Coriobacteriales__84999;f__Atopobiaceae__1643824,0.9501277374262904,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,2037,order,0.0005991977963949,Actinomycetales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037,0.9353775602955526,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,2049,family,0.0005991977963949,Actinomycetaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049,0.9357856402792294,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,194924,family,0.0035851667483298,Desulfovibrionaceae,n__cellular organisms__131567;sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449;o__Desulfovibrionales__213115;f__Desulfovibrionaceae__194924,0.6158073094729551,n/a,n/a,n/a,n/a,n/a,0.2322319218972283,n/a,n/a
ERR478967,186804,family,0.0003687371054738,Peptostreptococcaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Peptostreptococcales__3082720;f__Peptostreptococcaceae__186804,0.723570357702802,0.96135533105262,0.96135533105262,0.9615114127330772,0.96135533105262,n/a,n/a,n/a,n/a
ERR478967,84999,order,0.0185210235260285,Coriobacteriales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Coriobacteriia__84998;o__Coriobacteriales__84999,0.85763614120002,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,135625,order,0.0007965923881839,Pasteurellales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625,0.7815180120069435,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,1654,genus,0.0002845688531374,Actinomyces,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Actinomycetales__2037;f__Actinomycetaceae__2049;g__Actinomyces__1654,0.9235382071110818,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,1263,genus,0.0696752808864922,Ruminococcus,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Ruminococcus__1263,0.8813748933318539,n/a,n/a,n/a,n/a,0.3123250467959258,0.3099586633583108,0.3123250467959257,0.3123250467959258
ERR478967,1760,class,0.0676853029205382,Actinomycetes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760,0.8315456831996604,0.7443144497095349,0.4889821096892139,0.7443144497095349,0.9214774778889768,0.379182773599967,0.632858232542343,0.8727939806727967,0.564026589762313
ERR478967,712,family,0.0007965923881839,Pasteurellaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Pasteurellales__135625;f__Pasteurellaceae__712,0.7815180120069435,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR478967,186803,family,0.355638922205489,Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803,0.941545159678537,0.9141473426711854,0.915253109955881,0.9324418372658,0.932181276072518,0.0262772996997082,0.1233426901738851,0.5898469655037555,0.0298907131658909
ERR478967,526524,class,0.0035330625921216,Erysipelotrichia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524,0.6755231251511282,0.9725586992491112,0.9725586992491112,0.9741213680724966,0.9725586992491112,n/a,n/a,n/a,n/a
ERR478967,201174,phylum,0.0907604300997693,Actinomycetota,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174,0.8220174525977101,0.6675971828589062,0.3372117062268841,0.6675971828589062,0.8943704377280461,0.1812903189898587,0.5230183872956146,0.8356507580866521,0.449065048731331
ERR478967,189330,genus,0.0297614932249567,Dorea,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330,0.959810184873594,0.8131061923380143,0.8131061923380143,0.8131061923380143,0.8131061923380144,n/a,n/a,n/a,n/a
ERR478967,39948,genus,0.0692834977119263,Dialister,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948,0.9612049888352728,n/a,n/a,0.738468081816463,n/a,0.6221265868524827,0.6221265868524827,0.6221265868524827,0.6221265868524827
ERR478967,1506553,genus,0.0002675348020693,Lachnoclostridium,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553,0.7367338053376346,0.9879697158574052,0.9879697158574052,0.9879697158574052,0.9879697158574052,n/a,n/a,n/a,0.768624227855156
ERR478967,3031449,class,0.0035851667483298,Desulfovibrionia,n__cellular organisms__131567;sk__Bacteria__2;p__Thermodesulfobacteriota__200940;c__Desulfovibrionia__3031449,0.6158073094729551,n/a,n/a,n/a,n/a,n/a,0.2322319218972283,n/a,n/a
ERR478967,84998,class,0.0230751271792311,Coriobacteriia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Coriobacteriia__84998,0.8427573295237941,n/a,n/a,n/a,0.1892041251265359,n/a,n/a,n/a,n/a
ERR478967,1678,genus,0.0656031406782158,Bifidobacterium,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678,0.828422683470599,0.7447688846363882,0.4875108595655731,0.7447688846363882,0.9219849645380914,0.3891807332000475,0.6354001950161714,0.874994212675787,0.5682570282346022
ERR478967,171550,family,0.0119689258828398,Rikenellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550,0.2296445889266471,n/a,n/a,0.6099393041305601,n/a,0.1602764935831862,0.1602764935831861,0.1602764935831861,0.1602764935831861
ERR478967,128827,family,0.0032565097630162,Erysipelotrichaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827,0.778857628750137,0.9843895878769426,0.9843895878769426,0.984770410373424,0.9843895878769426,n/a,n/a,n/a,n/a
ERR478967,1300,family,0.0088286484682877,Streptococcaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Bacilli__91061;o__Lactobacillales__186826;f__Streptococcaceae__1300,0.8580832626055502,0.6496354320981607,0.6496354320981607,0.6496354320981599,0.6496354320981607,n/a,n/a,n/a,n/a
