run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,Cheese,CowMilk,PlantBasedDiet,RedWine,GlutenFreeDiet,MediterraneanDiet,ProbioticContainingBifidobacterium,ProinflammatoryDiet
ERR719231,200643,class,0.9003676356389142,Bacteroidia,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643,0.9844606279988968,0.0186045232790936,0.0186045232790936,0.2878044303233284,0.20652132186576,0.0803848335266927,0.1104539038917008,0.2342040760448842,0.0825287042384459
ERR719231,80840,order,0.0196623443510464,Burkholderiales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840,0.807122313198756,n/a,n/a,n/a,n/a,0.1837730388010162,0.1846328254220129,n/a,n/a
ERR719231,171549,order,0.9003676356389142,Bacteroidales,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549,0.9844606279988968,0.0186045232790936,0.0186045232790936,0.2878044303233284,0.20652132186576,0.0803848335266927,0.0995116542057628,0.2342040760448842,0.0825287042384459
ERR719231,68336,clade,0.9003676356389142,Bacteroidota/Chlorobiota group,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336,0.9844606279988968,0.0179924033035784,0.0179924033035784,0.28760039033149,0.20652132186576,0.0803848335266927,0.1104539038917008,0.2342040760448842,0.0825287042384459
ERR719231,216572,family,0.0305260826914655,Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572,0.0995292353283058,0.709798076019846,0.7097980760198461,0.7832053831876943,0.7097980760198459,0.0484207667557656,0.1207476623960478,0.0515874868352802,0.0549777160148358
ERR719231,1224,phylum,0.0196623443510464,Pseudomonadota,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224,0.570994891687981,0.9469235499428036,0.9469235499428036,0.9469235499428036,0.9469235499428036,0.9902502965900792,0.9943588211931608,0.5237943284525142,0.9944667018978623
ERR719231,131567,no rank,1.0000000000000009,cellular organisms,n__cellular organisms__131567,0.9946949602121268,0.2285628838640188,0.0129286477533843,1.0,1.0,0.0008253535325066,1.0,0.0005906945587409,1.0
ERR719231,909932,class,0.030058146350848,Negativicutes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932,0.6460761793196133,0.9913618278474182,0.9913618278474182,0.9917676290812192,0.9913618278474182,0.1223137843621127,0.1228702203441629,0.1228702203441629,0.127128669924439
ERR719231,186802,order,0.03178259697655,Eubacteriales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802,0.0822334911925316,0.6159211741045908,0.6159211741045908,0.6926310495045841,0.6159211741045909,0.042670616393963,0.0946951829451015,0.0442031938188422,0.0460265526622006
ERR719231,186801,class,0.0467996460918294,Clostridia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801,0.0455757419151428,0.8427109009713449,0.8432582607684075,0.8816473858458432,0.8604782787275882,0.0271423668960995,0.0717109967390906,0.2390602201019668,0.0293232402989451
ERR719231,2005525,family,0.027751530813157,Tannerellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525,0.5942170511205801,n/a,n/a,0.6001557754631064,n/a,0.1422384280359387,0.1589138015688974,0.1422384280359387,0.1422384280359387
ERR719231,1760,class,0.0027024075174423,Actinomycetes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760,0.3358478297767391,0.7443144497095349,0.4889821096892139,0.7443144497095349,0.9214774778889768,0.379182773599967,0.632858232542343,0.8727939806727967,0.564026589762313
ERR719231,186803,family,0.0150170491152793,Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803,0.0525676316599668,0.9141473426711854,0.915253109955881,0.9324418372658,0.932181276072518,0.0262772996997082,0.1233426901738851,0.5898469655037555,0.0298907131658909
ERR719231,526524,class,0.0004098200499197,Erysipelotrichia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524,0.2188546888787601,0.9725586992491112,0.9725586992491112,0.9741213680724966,0.9725586992491112,n/a,n/a,n/a,n/a
ERR719231,201174,phylum,0.0027024075174423,Actinomycetota,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174,0.1933450752629866,0.6675971828589062,0.3372117062268841,0.6675971828589062,0.8943704377280461,0.1812903189898587,0.5230183872956146,0.8356507580866521,0.449065048731331
ERR719231,189330,genus,0.0013186385958302,Dorea,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330,0.2296231241125103,0.8131061923380143,0.8131061923380143,0.8131061923380143,0.8131061923380144,n/a,n/a,n/a,n/a
ERR719231,39948,genus,0.030058146350848,Dialister,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948,0.8557483552579557,n/a,n/a,0.738468081816463,n/a,0.6221265868524827,0.6221265868524827,0.6221265868524827,0.6221265868524827
ERR719231,1678,genus,0.0027024075174423,Bifidobacterium,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678,0.3470700293278499,0.7447688846363882,0.4875108595655731,0.7447688846363882,0.9219849645380914,0.3891807332000475,0.6354001950161714,0.874994212675787,0.5682570282346022
ERR719231,171550,family,0.1509530570671914,Rikenellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550,0.8121137781269537,n/a,n/a,0.6099393041305601,n/a,0.1602764935831862,0.1602764935831861,0.1602764935831861,0.1602764935831861
ERR719231,128827,family,0.0004098200499197,Erysipelotrichaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827,0.3084116106767101,0.9843895878769426,0.9843895878769426,0.984770410373424,0.9843895878769426,n/a,n/a,n/a,n/a
ERR719231,239759,genus,0.1509530570671914,Alistipes,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759,0.8200713378086505,n/a,n/a,0.6210856515099988,n/a,0.1608886135587014,0.1608886135587014,0.1608886135587014,0.1608886135587014
ERR719231,1843489,order,0.030058146350848,Veillonellales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489,0.8000470614626513,0.9963616763827188,0.9963616763827188,0.9965161072741028,0.9963616763827188,0.4720820558388457,0.473580437028086,0.4735804370280859,0.4786889533723256
ERR719231,526525,order,0.0004098200499197,Erysipelotrichales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525,0.2188546888787601,0.9725586992491112,0.9725586992491112,0.9741213680724966,0.9725586992491112,n/a,n/a,n/a,n/a
ERR719231,31953,family,0.0027024075174423,Bifidobacteriaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953,0.3460498293686581,0.7447688846363882,0.4871027795818964,0.7447688846363882,0.921780924546253,0.3885686132245324,0.6354001950161714,0.8749942126757869,0.5682570282346022
ERR719231,85004,order,0.0027024075174423,Bifidobacteriales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004,0.3460498293686581,0.7447688846363882,0.4871027795818964,0.7447688846363882,0.921780924546253,0.3885686132245324,0.6354001950161714,0.8749942126757869,0.5682570282346022
ERR719231,31977,family,0.030058146350848,Veillonellaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977,0.8000470614626513,0.9963616763827188,0.9963616763827188,0.9965161072741028,0.9963616763827188,0.4720820558388457,0.473580437028086,0.4735804370280859,0.4786889533723256
ERR719231,995019,family,0.0097595288171631,Sutterellaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Sutterellaceae__995019,0.6662877103555065,n/a,n/a,n/a,n/a,0.2074416778542713,0.2081568642148578,n/a,n/a
ERR719231,283168,genus,0.0047805659123907,Odoribacter,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Odoribacteraceae__1853231;g__Odoribacter__283168,0.6586405593348691,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,1853231,family,0.0047805659123907,Odoribacteraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Odoribacteraceae__1853231,0.560967694132036,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,459786,genus,0.0031823679182042,Oscillibacter,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786,0.7558091288937772,0.9835787728898622,0.9835787728898622,0.9835787728898622,0.9835787728898622,n/a,n/a,n/a,n/a
ERR719231,375288,genus,0.027751530813157,Parabacteroides,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525;g__Parabacteroides__375288,0.6124296047329127,n/a,n/a,0.6179764596918598,n/a,0.1343286671189611,0.1475348497182767,0.1343286671189611,0.1343286671189611
ERR719231,577310,genus,0.0097595288171631,Parasutterella,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Sutterellaceae__995019;g__Parasutterella__577310,0.9693559731268622,n/a,n/a,n/a,n/a,0.5380223626014645,n/a,n/a,n/a
ERR719231,572511,genus,0.0004468942353649,Blautia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511,0.0820612685652766,0.1538187978848735,0.2487268089512628,0.2487268089512628,0.250324982099302,n/a,n/a,n/a,n/a
ERR719231,1121096,strain,0.0093607308223755,Bacteroides gallinarum DSM 18171 = JCM 13658,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides gallinarum__376806;st__Bacteroides gallinarum DSM 18171 = JCM 13658__1121096,0.9986169067710462,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,1121115,strain,0.0004468942353649,Blautia wexlerae DSM 19850,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;s__Blautia wexlerae__418240;st__Blautia wexlerae DSM 19850__1121115,0.2483565935772745,0.3116359709101638,0.311635970910166,0.3116359709101638,0.311635970910166,n/a,n/a,n/a,n/a
ERR719231,1236515,strain,0.0040170380932244,Phocaeicola sartorii JCM 17136 = DSM 21941,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola sartorii__671267;st__Phocaeicola sartorii JCM 17136 = DSM 21941__1236515,0.9882112794292528,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,679935,strain,0.0072565202971144,Alistipes finegoldii DSM 17242,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes finegoldii__214856;st__Alistipes finegoldii DSM 17242__679935,0.7613765753888243,n/a,n/a,n/a,n/a,0.4259525683994481,0.4259525683994482,0.4259525683994481,0.4259525683994481
ERR719231,1073375,strain,0.0016873764402569,Mediterraneibacter gnavus CC55_001C,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter gnavus__33038;st__Mediterraneibacter gnavus CC55_001C__1073375,0.9097971186272722,0.9561141801031818,0.9561141801031818,0.9561141801031818,0.9561141801031818,n/a,n/a,n/a,n/a
ERR719231,1073376,strain,0.0004989984959904,[Ruminococcus] lactaris CC59_002D,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__[Ruminococcus] lactaris__46228;st__[Ruminococcus] lactaris CC59_002D__1073376,0.457583781943057,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,762966,strain,0.0097595288171631,Parasutterella excrementihominis YIT 11859,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Sutterellaceae__995019;g__Parasutterella__577310;s__Parasutterella excrementihominis__487175;st__Parasutterella excrementihominis YIT 11859__762966,0.9693559731268622,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,1339270,strain,0.025884795475747,Bacteroides fragilis str. I1345,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides fragilis__817;st__Bacteroides fragilis str. I1345__1339270,0.9934743229542348,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,999417,strain,0.004136276689656,Parabacteroides distasonis CL09T03C24,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525;g__Parabacteroides__375288;s__Parabacteroides distasonis__823;st__Parabacteroides distasonis CL09T03C24__999417,0.913368957547041,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,946234,genus,0.0042224491206905,Flavonifractor,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234,0.8533559643225491,0.99917937983228,0.99917937983228,0.99917937983228,0.99917937983228,n/a,0.1519715295386718,n/a,0.675909638614184
ERR719231,186928,no rank,0.0016653323299922,unclassified Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928,0.1718863724370993,0.5913385475307503,0.5913385475307503,0.5913385475307503,0.5913385475307504,n/a,n/a,n/a,n/a
ERR719231,80841,no rank,0.0099028155338833,unclassified Burkholderiales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;n__unclassified Burkholderiales__80841,0.9673349095772796,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,469610,species,0.0099028155338833,Burkholderiales bacterium 1_1_47,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;n__unclassified Burkholderiales__80841;s__Burkholderiales bacterium 1_1_47__469610,0.9673349095772796,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,292800,species,0.0042224491206905,Flavonifractor plautii,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;s__Flavonifractor plautii__292800,0.8667983392305638,0.9991526728067603,0.9991526728067603,0.9991526728067603,0.9991526728067603,n/a,0.1724878365222329,n/a,n/a
ERR719231,626932,species,0.0021172365904174,Alistipes indistinctus,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes indistinctus__626932,0.8842803555262944,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,1468449,species,0.0004098200499197,Holdemania massiliensis,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;g__Holdemania__61170;s__Holdemania massiliensis__1468449,0.941933367553222,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,1211819,strain,0.0004098200499197,Holdemania massiliensis AP2,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Erysipelotrichia__526524;o__Erysipelotrichales__526525;f__Erysipelotrichaceae__128827;g__Holdemania__61170;s__Holdemania massiliensis__1468449;st__Holdemania massiliensis AP2__1211819,0.941933367553222,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,473772,no rank,0.0030761553869292,unclassified Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;n__unclassified Oscillospiraceae__473772,0.4921711152802897,0.9506480594612496,0.9506480594612496,0.9506480594612496,0.9506480594612496,n/a,n/a,n/a,n/a
ERR719231,1681,species,0.0003807619045709,Bifidobacterium bifidum,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium bifidum__1681,0.8092226504560625,0.9189986446933248,0.9189986446933248,0.9189986446933248,0.9189986446933248,0.7791991693767591,n/a,n/a,n/a
ERR719231,376806,species,0.0093607308223755,Bacteroides gallinarum,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides gallinarum__376806,0.9986169067710462,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,2292935,species,0.1041233508250009,Bacteroides sp. AF39-10AT,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;n__unclassified Bacteroides__2646097;s__Bacteroides sp. AF39-10AT__2292935,0.9877614893138784,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,717959,strain,0.022203429061552,Alistipes shahii WAL 8301,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes shahii__328814;st__Alistipes shahii WAL 8301__717959,0.8647232369257487,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,718252,strain,0.0056613283179642,Faecalibacterium prausnitzii L2-6,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Faecalibacterium__216851;s__Faecalibacterium prausnitzii__853;st__Faecalibacterium prausnitzii L2-6__718252,0.7444321578797808,n/a,n/a,n/a,n/a,0.7210504298099254,0.7210504298099255,0.7210504298099254,0.7210504298099254
ERR719231,997891,strain,0.0176423022467957,Phocaeicola vulgatus CL09T03C04,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola vulgatus__821;st__Phocaeicola vulgatus CL09T03C04__997891,0.9715549720508748,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,702443,strain,0.1688077843765376,Bacteroides ovatus SD CMC 3f,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides ovatus__28116;st__Bacteroides ovatus SD CMC 3f__702443,0.995964889362537,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,1535,species,0.0011583177939056,[Clostridium] leptum,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;n__Oscillospiraceae incertae sedis__552397;s__[Clostridium] leptum__1535,0.8071433137686234,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
ERR719231,487175,species,0.0097595288171631,Parasutterella excrementihominis,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Betaproteobacteria__28216;o__Burkholderiales__80840;f__Sutterellaceae__995019;g__Parasutterella__577310;s__Parasutterella excrementihominis__487175,0.9693559731268622,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
