run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,CDF1,CDF2,CDF3
SRR5936079,1965537,species,0.0023,Flavonifractor sp. An10,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;n__unclassified Flavonifractor__2629267;s__Flavonifractor sp. An10__1965537,0.9933048725869178,0.9980684686791989,0.9980636292779224,0.9980687840629852
SRR5936079,2629267,no rank,0.0023,unclassified Flavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Flavonifractor__946234;n__unclassified Flavonifractor__2629267,0.9932209600585292,0.9980683727310892,0.9980634994064956,0.9980685040890684
SRR5936079,1965576,species,0.0398,Pseudoflavonifractor sp. An184,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;n__unclassified Pseudoflavonifractor__2628103;s__Pseudoflavonifractor sp. An184__1965576,0.9999914996807472,0.996389300095547,0.996372072590568,0.996394137264546
SRR5936079,2628103,no rank,0.0398,unclassified Pseudoflavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;n__unclassified Pseudoflavonifractor__2628103,0.9999914996807472,0.9961852601037088,0.9961680325987298,0.9961900972727076
SRR5936079,1017280,genus,0.0416,Pseudoflavonifractor,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280,0.9999551566058432,0.992887680468178,0.9928479382056752,0.9928981695154916
SRR5936079,411467,strain,0.0018,Pseudoflavonifractor capillosus ATCC 29799,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;s__Pseudoflavonifractor capillosus__106588;st__Pseudoflavonifractor capillosus ATCC 29799__411467,0.9923048735799656,1.0,1.0,1.0
SRR5936079,106588,species,0.0018,Pseudoflavonifractor capillosus,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Pseudoflavonifractor__1017280;s__Pseudoflavonifractor capillosus__106588,0.9923048735799656,1.0,1.0,1.0
SRR5936079,1650663,species,0.0192,Fournierella massiliensis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Fournierella__1940255;s__Fournierella massiliensis__1650663,1.0,0.9999610482325092,0.9999578079823428,0.999961987623644
SRR5936079,1940255,genus,0.0192,Fournierella,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Fournierella__1940255,1.0,0.9999610482325092,0.9999578079823428,0.999961987623644
SRR5936079,1965588,species,0.0012,Anaerofilum sp. An201,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Anaerofilum__52784;n__unclassified Anaerofilum__2685180;s__Anaerofilum sp. An201__1965588,0.9986258702820536,1.0,1.0,1.0
SRR5936079,2685180,no rank,0.0012,unclassified Anaerofilum,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Anaerofilum__52784;n__unclassified Anaerofilum__2685180,0.9986258702820536,1.0,1.0,1.0
SRR5936079,52784,genus,0.0012,Anaerofilum,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Anaerofilum__52784,0.9986258702820536,1.0,1.0,1.0
SRR5936079,1871018,species,0.0017,Angelakisella massiliensis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Angelakisella__1935176;s__Angelakisella massiliensis__1871018,0.9367900329790206,0.9973452151047713,0.9972946050882596,0.9972179518109432
SRR5936079,1935176,genus,0.0017,Angelakisella,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Angelakisella__1935176,0.9367900329790206,0.9973452151047713,0.9972946050882596,0.9972179518109432
SRR5936079,459786,genus,0.0145999999999998,Oscillibacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786,0.9834172820489534,0.9114234749509266,0.911339673637141,0.9113505820830952
SRR5936079,2109687,species,0.0046999999999999,Oscillibacter sp. PEA192,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786;n__unclassified Oscillibacter__2629304;s__Oscillibacter sp. PEA192__2109687,0.9567607182117038,0.9705131606504498,0.9700970743201216,0.9691877348542594
SRR5936079,2629304,no rank,0.0046999999999999,unclassified Oscillibacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Oscillibacter__459786;n__unclassified Oscillibacter__2629304,0.9503481128617596,0.9664447716925078,0.9658635541229424,0.9649182980794896
SRR5936079,1232459,species,0.0131,Oscillospiraceae bacterium VE202-24,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;n__unclassified Oscillospiraceae__473772;s__Oscillospiraceae bacterium VE202-24__1232459,0.98453311635194,0.9396101192562976,0.9392397335356558,0.9392524996424244
SRR5936079,473772,no rank,0.0131,unclassified Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;n__unclassified Oscillospiraceae__473772,0.9521802858188866,0.7648164960383607,0.7637606663675883,0.7572022198744964
SRR5936079,2093857,species,0.0063,Dysosmobacter welbionis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Dysosmobacter__2591381;s__Dysosmobacter welbionis__2093857,0.9446683766946664,0.9259094417097288,0.9242539568482454,0.9219941759190086
SRR5936079,2591381,genus,0.0063,Dysosmobacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Dysosmobacter__2591381,0.9446683766946664,0.9259094417097288,0.9242539568482454,0.9219941759190086
SRR5936079,301302,species,0.1347,Roseburia faecis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;s__Roseburia faecis__301302,0.9971391747165376,0.5939205781462181,0.5931959308839152,0.5938422508793203
SRR5936079,841,genus,0.2363999999999999,Roseburia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841,0.9924396206916274,0.1842386734597056,0.1835000990770759,0.1834564744174927
SRR5936079,186803,family,0.2979999999999998,Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803,0.891559310911282,0.0315403889801724,0.0315015518575754,0.031257021051999
SRR5936079,3085636,order,0.3007999999999998,Lachnospirales,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636,0.8921460852570285,0.0312315756621971,0.0311440634616188,0.0307640331547855
SRR5936079,536231,strain,0.0092,Roseburia intestinalis L1-82,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;s__Roseburia intestinalis__166486;st__Roseburia intestinalis L1-82__536231,0.9061927445950014,0.8512672187171677,0.8499475793893142,0.8482855811226866
SRR5936079,166486,species,0.0092,Roseburia intestinalis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;s__Roseburia intestinalis__166486,0.8090875778672758,0.6693066113339162,0.6677371131345594,0.6627750156574779
SRR5936079,2293144,species,0.0925,Roseburia sp. TF10-5,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;n__unclassified Roseburia__2637578;s__Roseburia sp. TF10-5__2293144,0.9957860021985068,0.6415486564033712,0.6404557932036185,0.6412855356811793
SRR5936079,2637578,no rank,0.0925,unclassified Roseburia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841;n__unclassified Roseburia__2637578,0.995602784902794,0.5784851809476579,0.5771764263310944,0.5781719579157137
SRR5936079,1073375,strain,0.0056999999999999,Mediterraneibacter gnavus CC55_001C,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter gnavus__33038;st__Mediterraneibacter gnavus CC55_001C__1073375,0.9576768046902672,0.9559231402340987,0.9558757781406878,0.9558909668522804
SRR5936079,33038,species,0.0056999999999999,Mediterraneibacter gnavus,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter gnavus__33038,0.9444851593989536,0.9415176538253388,0.9414483452271716,0.9414336590511346
SRR5936079,2316020,genus,0.0066999999999999,Mediterraneibacter,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020,0.5137412971784152,0.2754292975401067,0.2710936086104427,0.257047724580475
SRR5936079,1298596,strain,0.001,[Ruminococcus] faecis JCM 15917,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter faecis__592978;st__[Ruminococcus] faecis JCM 15917__1298596,0.6172590692560895,0.8260514651925941,0.8231769200885377,0.82157318544108
SRR5936079,592978,species,0.001,Mediterraneibacter faecis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Mediterraneibacter__2316020;s__Mediterraneibacter faecis__592978,0.6172590692560895,0.8260514651925941,0.8231769200885377,0.82157318544108
SRR5936079,2302966,species,0.0056,Lachnospiraceae bacterium TM07-2AC,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928;s__Lachnospiraceae bacterium TM07-2AC__2302966,0.9375229021618714,0.9348217092280806,0.9347186912567452,0.9346037378694328
SRR5936079,186928,no rank,0.0098999999999999,unclassified Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928,0.6088310736533058,0.2971111732754326,0.2952395093529619,0.2801341136939964
SRR5936079,658082,species,0.0043,Lachnospiraceae bacterium 2_1_58FAA,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;n__unclassified Lachnospiraceae__186928;s__Lachnospiraceae bacterium 2_1_58FAA__658082,0.946683766947506,0.9541901468973276,0.9534716387278198,0.9535292949882574
SRR5936079,1965560,species,0.0058,Lachnoclostridium sp. An138,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;n__unclassified Lachnoclostridium__2608895;s__Lachnoclostridium sp. An138__1965560,1.0,1.0,1.0,1.0
SRR5936079,2608895,no rank,0.0058,unclassified Lachnoclostridium,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;n__unclassified Lachnoclostridium__2608895,0.9995323926711536,0.9994905544014058,0.9994884514435932,0.999491085298786
SRR5936079,1506553,genus,0.0076999999999999,Lachnoclostridium,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553,0.9904727006228372,0.987060028776089,0.987053828192394,0.9870598996030472
SRR5936079,1917870,species,0.0009,Lachnoclostridium pacaense,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;s__Lachnoclostridium pacaense__1917870,0.9948699157199432,1.0,1.0,1.0
SRR5936079,1871021,species,0.001,Lachnoclostridium phocaeense,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lachnoclostridium__1506553;s__Lachnoclostridium phocaeense__1871021,0.9963531033519032,0.999429984016852,0.9994279862968364,0.999429610006216
SRR5936079,1965636,species,0.0021,Blautia sp. An46,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;n__unclassified Blautia__2648079;s__Blautia sp. An46__1965636,0.999757027198037,0.999995732294768,0.999993926423596,0.9999962459257082
SRR5936079,2648079,no rank,0.0021,unclassified Blautia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;n__unclassified Blautia__2648079,0.5432392817881628,0.6082242328884033,0.6054717820157117,0.5912827251062879
SRR5936079,572511,genus,0.0031,Blautia,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511,0.273176987907658,0.1660754949356941,0.1548879344109063,0.1477914146181373
SRR5936079,1121115,strain,0.001,Blautia wexlerae DSM 19850,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;s__Blautia wexlerae__418240;st__Blautia wexlerae DSM 19850__1121115,0.3444485159398943,0.4339730156123457,0.4281091951204176,0.4190135203108085
SRR5936079,418240,species,0.001,Blautia wexlerae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Blautia__572511;s__Blautia wexlerae__418240,0.3327226090142822,0.4083950652988246,0.4061335268166698,0.3985459837943901
SRR5936079,189330,genus,0.0129999999999999,Dorea,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330,0.8144040383618354,0.5361190010572804,0.530864702410985,0.5179716644545067
SRR5936079,1280698,strain,0.0113999999999999,Dorea longicatena AGR2136,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330;s__Dorea longicatena__88431;st__Dorea longicatena AGR2136__1280698,0.9890069622571372,0.9508755278401684,0.9499402851441404,0.949912118360186
SRR5936079,88431,species,0.0113999999999999,Dorea longicatena,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Dorea__189330;s__Dorea longicatena__88431,0.8836570172223406,0.7191695208084601,0.7182170433874472,0.7129353304222444
SRR5936079,1121323,strain,0.0028,Anaerotignum lactatifermentans DSM 14214,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Anaerotignaceae__3118652;g__Anaerotignum__2039240;s__Anaerotignum lactatifermentans__160404;st__Anaerotignum lactatifermentans DSM 14214__1121323,0.9853426163428834,0.9975513854483622,0.9975197985281864,0.997524423063681
SRR5936079,160404,species,0.0028,Anaerotignum lactatifermentans,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Anaerotignaceae__3118652;g__Anaerotignum__2039240;s__Anaerotignum lactatifermentans__160404,0.9853426163428834,0.9975513854483622,0.9975197985281864,0.997524423063681
SRR5936079,2039240,genus,0.0028,Anaerotignum,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Anaerotignaceae__3118652;g__Anaerotignum__2039240,0.7900329791131561,0.8994032204805075,0.8957973028783663,0.8905297509062502
SRR5936079,3118652,family,0.0028,Anaerotignaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Anaerotignaceae__3118652,0.7900329791131561,0.8994032204805075,0.8957973028783663,0.8905297509062502
SRR5936079,1653435,species,0.0013,Merdimonas faecis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Merdimonas__2023266;s__Merdimonas faecis__1653435,0.98442652986432,0.9978707463294044,0.997862597944751,0.9978703304102868
SRR5936079,2023266,genus,0.0013,Merdimonas,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Merdimonas__2023266,0.98442652986432,0.9978707463294044,0.997862597944751,0.9978703304102868
SRR5936079,717608,strain,0.0015,[Clostridium] cf. saccharolyticum K10,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lacrimispora__2719231;s__Lacrimispora saccharolytica__84030;st__[Clostridium] cf. saccharolyticum K10__717608,0.9895566141442752,0.9962703692373522,0.9962265533380684,0.9962406580356058
SRR5936079,84030,species,0.0015,Lacrimispora saccharolytica,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lacrimispora__2719231;s__Lacrimispora saccharolytica__84030,0.9895566141442752,0.9962703692373522,0.9962265533380684,0.9962406580356058
SRR5936079,2719231,genus,0.0015,Lacrimispora,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Lacrimispora__2719231,0.9895566141442752,0.9962703692373522,0.9962265533380684,0.9962406580356058
SRR5936079,358742,species,0.0184,Enterocloster aldenensis,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Enterocloster__2719313;s__Enterocloster aldenensis__358742,1.0,0.9948372273834,0.9947990466340998,0.9948469090363758
SRR5936079,2719313,genus,0.0184,Enterocloster,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Enterocloster__2719313,0.990774470286366,0.9614942396160236,0.9614340532482688,0.9614859670350062
SRR5936079,1096246,species,0.0295,Hungatella effluvii,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;g__Hungatella__1649459;s__Hungatella effluvii__1096246,1.0,0.9959880186828702,0.995982039157468,0.995989486790008
SRR5936079,1649459,genus,0.0319,Hungatella,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;g__Hungatella__1649459,0.9994851362068832,0.9906642448088356,0.990645366382321,0.9906687297677004
SRR5936079,31979,family,0.0356,Clostridiaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979,0.9934866333829154,0.8588817044867465,0.8526492929128379,0.8301402130699815
SRR5936079,566550,strain,0.0024,Hungatella hathewayi DSM 13479,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;g__Hungatella__1649459;s__Hungatella hathewayi__154046;st__Hungatella hathewayi DSM 13479__566550,0.9907022487289616,0.9962477763941076,0.9962159851988186,0.9962456188014058
SRR5936079,154046,species,0.0024,Hungatella hathewayi,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Clostridiaceae__31979;g__Hungatella__1649459;s__Hungatella hathewayi__154046,0.9907022487289616,0.9962477763941076,0.9962159851988186,0.9962456188014058
SRR5936079,1203606,strain,0.0069999999999999,Butyricicoccus pullicaecorum 1.2,n__cellular organisms__131567;sk__Bacteria__2;cl__Terrabacteria group__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Butyricicoccaceae__3085642;g__Butyricicoccus__580596;s__Butyricicoccus pullicaecorum__501571;st__Butyricicoccus pullicaecorum 1.2__1203606,1.0,1.0,1.0,1.0
