run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,GlutenFreeDiet,MediterraneanDiet,ProbioticContainingBifidobacterium,ProinflammatoryDiet
ERR262943,976,phylum,0.111684256829402,Bacteroidota,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976,0.0825287042384459,0.0825287042384459,0.0825287042384459,0.0825287042384459,0.0825287042384459
ERR262943,200643,class,0.111684256829402,Bacteroidia,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643,0.0825287042384459,0.0825287042384459,0.0964680850747968,0.0825287042384459,0.0825287042384459
ERR262943,171549,order,0.111684256829402,Bacteroidales,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549,0.0825287042384459,0.0825287042384459,0.0825287042384459,0.0825287042384459,0.0825287042384459
ERR262943,68336,clade,0.111684256829402,Bacteroidota/Chlorobiota group,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336,0.0825287042384459,0.0825287042384459,0.0825287042384459,0.0825287042384459,0.0825287042384459
ERR262943,543,family,0.8558348137927769,Enterobacteriaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543,0.9963032212726708,0.9967406849516082,0.9963032212726708,0.9963032212726708,0.9963032212726708
ERR262943,216572,family,0.012636259883507,Oscillospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572,0.0515874868352802,0.0515874868352803,0.0728773844862051,0.0515874868352802,0.0515874868352803
ERR262943,1224,phylum,0.8576233891549228,Pseudomonadota,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224,0.9944666948313508,0.9950032500418252,0.9944666948313508,0.9944666948313508,0.9944666948313508
ERR262943,91347,order,0.8558348137927653,Enterobacterales,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347,0.9950630162985638,0.9950630162985638,0.9950630162985638,0.9950630162985638,0.9950630162985638
ERR262943,2005519,family,0.0029148267386505,Barnesiellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519,0.5463776046981603,0.5463776046981604,0.5463776046981603,0.5463776046981603,0.5463776046981604
ERR262943,397864,genus,0.0029148267386505,Barnesiella,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519;g__Barnesiella__397864,0.5666321400634888,0.5666321400634888,0.5666321400634888,0.5666321400634888,0.5666321400634888
ERR262943,131567,no rank,1.0,cellular organisms,n__cellular organisms__131567,0.8579881656804131,0.9508263619668752,0.8579881656804131,0.8579881656804131,0.9508263619668752
ERR262943,909932,class,0.0026713400086773,Negativicutes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932,0.1228702203441629,0.1228702203441629,0.1228702203441629,0.1228702203441629,0.1228702203441629
ERR262943,186802,order,0.012636259883507,Eubacteriales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802,0.0442031938188422,0.0442031938188422,0.0442031938188422,0.0442031938188422,0.0442031938188422
ERR262943,186801,class,0.0144057971885798,Clostridia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801,0.0274413759027775,0.0274413759027775,0.0274413759027775,0.0274413759027775,0.0274413759027775
ERR262943,48461,order,0.0010380751121491,Verrucomicrobiales,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494;o__Verrucomicrobiales__48461,0.5814751556299924,0.5814751556299923,0.5814751556299924,0.5814751556299924,0.5814751556299923
ERR262943,1783257,clade,0.0010380751121491,PVC group,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257,0.540697934716287,0.540697934716287,0.540697934716287,0.540697934716287,0.540697934716287
ERR262943,203494,class,0.0010380751121491,Verrucomicrobiia,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494,0.5814751556299924,0.5814751556299923,0.5814751556299924,0.5814751556299924,0.5814751556299923
ERR262943,74201,phylum,0.0010380751121491,Verrucomicrobiota,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201,0.5814751556299924,0.5814751556299923,0.5814751556299924,0.5814751556299924,0.5814751556299923
ERR262943,1647988,family,0.0010380751121491,Akkermansiaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__PVC group__1783257;p__Verrucomicrobiota__74201;c__Verrucomicrobiia__203494;o__Verrucomicrobiales__48461;f__Akkermansiaceae__1647988,0.5814751556299924,0.5814751556299923,0.5814751556299924,0.5814751556299924,0.5814751556299923
ERR262943,2005525,family,0.0032855678501324,Tannerellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525,0.1422384280359387,0.1422384280359387,0.1422384280359387,0.1422384280359387,0.1422384280359387
ERR262943,195950,genus,0.000615229844459,Tannerella,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525;g__Tannerella__195950,0.745668401732942,0.745668401732942,0.745668401732942,0.745668401732942,0.745668401732942
ERR262943,1263,genus,0.0070450831211591,Ruminococcus,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Ruminococcus__1263,0.3123250467959258,0.3123250467959258,0.3099586496599299,0.3123250467959257,0.3123250467959258
ERR262943,1760,class,0.0125771417062708,Actinomycetes,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760,0.564026589762313,0.5640265897623131,0.564026589762313,0.564026589762313,0.564026589762313
ERR262943,186803,family,0.0017695373050728,Lachnospiraceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803,0.0263330237702404,0.0262772996997082,0.0262535391112601,0.5898469655037555,0.0263330237702404
ERR262943,201174,phylum,0.0125771417062708,Actinomycetota,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174,0.449065048731331,0.4207192006083199,0.449065048731331,0.449065048731331,0.449065048731331
ERR262943,39948,genus,0.0026713400086773,Dialister,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948,0.6221265868524827,0.6221265868524827,0.6221265868524827,0.6221265868524827,0.6221265868524827
ERR262943,1678,genus,0.0125771417062708,Bifidobacterium,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678,0.5682570282346022,0.3992433430539053,0.5682570282346022,0.874994212675787,0.5682570282346022
ERR262943,171550,family,0.0032013995977959,Rikenellaceae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550,0.1602764935831861,0.1602764935831862,0.1602764935831861,0.1602764935831861,0.1602764935831861
ERR262943,239759,genus,0.0032013995977959,Alistipes,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759,0.1608886135587014,0.1608886135587014,0.1608886135587014,0.1608886135587014,0.1608886135587014
ERR262943,590,genus,0.0008697386074763,Salmonella,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Salmonella__590,0.9967689821471096,0.9967689821471096,0.9967689821471096,0.9967689821471096,0.9967689821471096
ERR262943,1843489,order,0.0026713400086773,Veillonellales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489,0.4735804370280859,0.4735804370280859,0.473580437028086,0.4735804370280859,0.4735804370280859
ERR262943,31953,family,0.0125771417062708,Bifidobacteriaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953,0.5682570282346022,0.5682570282346023,0.5682570282346022,0.5682570282346022,0.5682570282346022
ERR262943,85004,order,0.0125771417062708,Bifidobacteriales,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004,0.5682570282346022,0.5682570282346023,0.5682570282346022,0.5682570282346022,0.5682570282346022
ERR262943,31977,family,0.0026713400086773,Veillonellaceae,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977,0.4735804370280859,0.4720820558388457,0.473580437028086,0.4735804370280859,0.4735804370280859
ERR262943,561,genus,0.8030815497763371,Escherichia,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Escherichia__561,1.0,1.0,1.0,1.0,1.0
ERR262943,841,genus,0.0017695373050728,Roseburia,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Lachnospirales__3085636;f__Lachnospiraceae__186803;g__Roseburia__841,0.0997970532268233,0.0997970532268233,0.4533266908930871,0.0997970532268233,0.0997970532268233
ERR262943,292632,genus,0.0020861702543384,Subdoligranulum,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Subdoligranulum__292632,0.2715803460896916,0.2715803460896916,0.2715803460896915,0.2715803460896916,0.2715803460896916
ERR262943,375288,genus,0.0026703380056733,Parabacteroides,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525;g__Parabacteroides__375288,0.1343286671189611,0.1343286671189611,0.1343286671189611,0.1343286671189611,0.1343286671189611
ERR262943,679935,strain,0.0011553094636177,Alistipes finegoldii DSM 17242,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes finegoldii__214856;st__Alistipes finegoldii DSM 17242__679935,0.4259525683994481,0.4259525683994481,0.4259525683994482,0.4259525683994481,0.4259525683994481
ERR262943,435590,strain,0.0265881497112728,Phocaeicola vulgatus ATCC 8482,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola vulgatus__821;st__Phocaeicola vulgatus ATCC 8482__435590,0.9361534468693072,0.9361534468693072,0.9361534468693072,0.9361534468693072,0.9361534468693072
ERR262943,665953,strain,0.0027805583361138,Bacteroides eggerthii 1_2_48FAA,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides eggerthii__28111;st__Bacteroides eggerthii 1_2_48FAA__665953,0.7928556632276625,0.7928556632276625,0.7928556632276624,0.7928556632276625,0.7928556632276624
ERR262943,665954,strain,0.0067615162710257,Bacteroides ovatus 3_8_47FAA,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides ovatus__28116;st__Bacteroides ovatus 3_8_47FAA__665954,0.9103642622087575,0.9103642622087575,0.9103642622087575,0.9103642622087575,0.9103642622087575
ERR262943,2685293,no rank,0.0020861702543384,unclassified Subdoligranulum,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Subdoligranulum__292632;n__unclassified Subdoligranulum__2685293,0.2756611459264592,0.2756611459264592,0.2756611459264591,0.2756611459264592,0.2756611459264592
ERR262943,487174,species,0.0029148267386505,Barnesiella intestinihominis,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Barnesiellaceae__2005519;g__Barnesiella__397864;s__Barnesiella intestinihominis__487174,0.5686725399818726,0.5686725399818726,0.5686725399818726,0.5686725399818726,0.5686725399818726
ERR262943,291644,species,0.015802589376163,Bacteroides salyersiae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides salyersiae__291644,0.9750084528448556,0.9750084528448556,0.9750084528448556,0.9750084528448556,0.9750084528448556
ERR262943,718252,strain,0.0035050065080095,Faecalibacterium prausnitzii L2-6,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Clostridia__186801;o__Eubacteriales__186802;f__Oscillospiraceae__216572;g__Faecalibacterium__216851;s__Faecalibacterium prausnitzii__853;st__Faecalibacterium prausnitzii L2-6__718252,0.7210504298099254,0.7210504298099254,0.7210504298099255,0.7210504298099254,0.7210504298099254
ERR262943,997890,strain,0.004641277914551,Bacteroides uniformis CL03T12C37,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides uniformis__820;st__Bacteroides uniformis CL03T12C37__997890,0.984550193381176,0.984550193381176,0.984550193381176,0.984550193381176,0.984550193381176
ERR262943,1161745,strain,0.0027605182760338,Bifidobacterium longum subsp. longum 2-2B,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium longum__216816;sus__Bifidobacterium longum subsp. longum__1679;st__Bifidobacterium longum subsp. longum 2-2B__1161745,0.9809638739884712,0.9809638739884712,0.9809638739884712,0.9809638739884712,0.9809638739884712
ERR262943,997887,strain,0.015802589376163,Bacteroides salyersiae CL02T12C01,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides salyersiae__291644;st__Bacteroides salyersiae CL02T12C01__997887,0.978477132706108,0.978477132706108,0.978477132706108,0.978477132706108,0.978477132706108
ERR262943,999421,strain,0.0026703380056733,Parabacteroides merdae CL09T00C40,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525;g__Parabacteroides__375288;s__Parabacteroides merdae__46503;st__Parabacteroides merdae CL09T00C40__999421,0.9253517390973974,0.9253517390973974,0.9253517390973974,0.9253517390973974,0.9253517390973974
ERR262943,28111,species,0.0027805583361138,Bacteroides eggerthii,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides eggerthii__28111,0.746123859437296,0.746123859437296,0.7461238594372959,0.746123859437296,0.7461238594372959
ERR262943,1680,species,0.009816623430237,Bifidobacterium adolescentis,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Actinomycetota__201174;c__Actinomycetes__1760;o__Bifidobacteriales__85004;f__Bifidobacteriaceae__31953;g__Bifidobacterium__1678;s__Bifidobacterium adolescentis__1680,0.7712148659481388,0.771214865948139,0.7944968580828221,0.7712148659481389,0.7712148659481388
ERR262943,820,species,0.0046412779145511,Bacteroides uniformis,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides uniformis__820,0.2798174939581373,0.2798174939581373,0.2798174939581373,0.2798174939581373,0.2798174939581373
ERR262943,28116,species,0.0067615162710257,Bacteroides ovatus,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides ovatus__28116,0.5519184475036738,0.5519184475036737,0.5519184475036738,0.5519184475036738,0.5519184475036738
ERR262943,46503,species,0.0026703380056733,Parabacteroides merdae,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Tannerellaceae__2005525;g__Parabacteroides__375288;s__Parabacteroides merdae__46503,0.4482700530230962,0.4482700530230963,0.4482700530230962,0.4482700530230962,0.4482700530230962
ERR262943,562,species,0.7944717227576159,Escherichia coli,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Escherichia__561;s__Escherichia coli__562,1.0,0.9988885166515974,1.0,0.8555804902066979,1.0
ERR262943,909656,genus,0.0312805297790282,Phocaeicola,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656,0.2580995002154242,0.2580995002154242,0.2580995002154242,0.2580995002154242,0.2580995002154242
ERR262943,357276,species,0.0046923800677554,Phocaeicola dorei,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Phocaeicola__909656;s__Phocaeicola dorei__357276,0.3746941573590338,0.3746941573590339,0.3746941573590338,0.3746941573590338,0.3746941573590338
ERR262943,1410933,strain,0.0008697386074762,Salmonella enterica subsp. enterica serovar Muenster str. CFSAN004344,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Salmonella__590;s__Salmonella enterica__28901;sus__Salmonella enterica subsp. enterica__59201;n__Salmonella enterica subsp. enterica serovar Muenster__82689;st__Salmonella enterica subsp. enterica serovar Muenster str. CFSAN004344__1410933,0.9998547513703866,0.9998547513703866,0.9998547513703866,0.9998547513703866,0.9998547513703866
ERR262943,59201,subspecies,0.0008697386074763,Salmonella enterica subsp. enterica,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Salmonella__590;s__Salmonella enterica__28901;sus__Salmonella enterica subsp. enterica__59201,0.9971770621307864,0.9971770621307864,0.9971770621307864,0.9971770621307864,0.9971770621307864
ERR262943,82689,no rank,0.0008697386074762,Salmonella enterica subsp. enterica serovar Muenster,n__cellular organisms__131567;sk__Bacteria__2;k__Pseudomonadati__3379134;p__Pseudomonadota__1224;c__Gammaproteobacteria__1236;o__Enterobacterales__91347;f__Enterobacteriaceae__543;g__Salmonella__590;s__Salmonella enterica__28901;sus__Salmonella enterica subsp. enterica__59201;n__Salmonella enterica subsp. enterica serovar Muenster__82689,0.9998547513703866,0.9998547513703866,0.9998547513703866,0.9998547513703866,0.9998547513703866
ERR262943,592028,strain,0.0026713400086773,Dialister invisus DSM 15470,n__cellular organisms__131567;sk__Bacteria__2;k__Bacillati__1783272;p__Bacillota__1239;c__Negativicutes__909932;o__Veillonellales__1843489;f__Veillonellaceae__31977;g__Dialister__39948;s__Dialister invisus__218538;st__Dialister invisus DSM 15470__592028,0.7549978302309452,0.7549978302309452,0.7549978302309454,0.7549978302309452,0.7549978302309452
ERR262943,411901,strain,0.0082675267860453,Bacteroides caccae ATCC 43185,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;s__Bacteroides caccae__47678;st__Bacteroides caccae ATCC 43185__411901,0.7479332204305982,0.7479332204305982,0.7479332204305982,0.7479332204305983,0.7479332204305982
ERR262943,445970,strain,0.0020460901341782,Alistipes putredinis DSM 17216,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes putredinis__28117;st__Alistipes putredinis DSM 17216__445970,0.3256214243548521,0.3256214243548521,0.3256214243548521,0.3256214243548521,0.3256214243548521
ERR262943,2646097,no rank,0.0297745192640087,unclassified Bacteroides,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Bacteroidaceae__815;g__Bacteroides__816;n__unclassified Bacteroides__2646097,0.3462567765030018,0.3462567765030019,0.3462567765030019,0.3462567765030018,0.3462567765030018
ERR262943,214856,species,0.0011553094636177,Alistipes finegoldii,n__cellular organisms__131567;sk__Bacteria__2;cl__FCB group__1783270;cl__Bacteroidota/Chlorobiota group__68336;p__Bacteroidota__976;c__Bacteroidia__200643;o__Bacteroidales__171549;f__Rikenellaceae__171550;g__Alistipes__239759;s__Alistipes finegoldii__214856,0.4259525683994481,0.4259525683994481,0.4259525683994482,0.4259525683994481,0.4259525683994481
